,x1,x2,d1,d2,v1,v2
0,7.7914756876002045,9.727460488158243,-0.31591758800905284,0.9487866343844343,-1.2957807499559166,-0.8270401643591317
1,1.2527113885711227,0.9681791133428652,0.580296790118354,-0.814405080643739,1.996820664966229,-1.1763118215639563
2,4.2261112155432246,2.0644940509576593,0.1331599047029425,-0.9910945665169915,-1.6388228311278394,-0.17469864376562874
3,0.19211476608174238,5.468136619430227,-0.8386834298835341,0.5446192288551619,-1.4070518198843025,-1.822801839075261
4,6.096999497412176,9.768886701069077,0.7755665641058674,0.6312657955576394,-0.6901237559561358,0.0020968915091559154
5,2.8336353871154274,5.850857655391442,0.7250189955297126,0.6887288698182228,-1.4924609688883925,0.4912161781489065
6,0.5575002674956198,1.2788315219136914,0.9964018160183367,-0.08475506495402388,-0.3953476025429811,-1.07932603939842
7,4.571882399617834,2.0803138854594225,0.995279753899798,-0.09704747022544007,1.7516667969881135,0.06588444009138558
8,5.698656902008939,6.283623307275578,-0.9971582364286744,-0.07533559266678555,-0.09971582364286745,-0.0075335592666785555
9,0.7800645453692612,5.457674181156458,-0.06897404958043478,0.9976184543624259,1.5597046111875188,-1.0979682374883275
10,4.669723831311442,9.820971565342534,-0.48923777323349577,0.8721504464491953,0.2729830328262061,1.085819921042199
11,8.796926484119062,9.429271230957774,0.9125589486984627,0.40894518599728824,-1.3174142811310527,0.33054604719213043
12,0.6230166448759156,8.33207238529205,0.9381671052485621,-0.3461827301145067,-0.8749774606227542,-0.3708461637685133
13,9.605668979959582,7.312039947317413,-0.9495990427967149,-0.31346715604599285,0.48166252112420693,0.8661847217099132
14,1.3246276715871708,6.172906411054361,-0.9136013018294651,-0.4066111917981435,1.5800387796867525,-1.649478201420791
15,8.50871479496812,7.658103670518532,0.1393788926601406,-0.9902391247980626,-0.0074625354015807315,1.1454781546489687
16,5.583228827856449,9.128637030231685,0.5622874876278822,-0.8269418245905357,-0.5305234864242325,0.14509511269265762
17,1.382005101946443,6.4678880497499875,0.22731642561478405,-0.9738209499932308,1.89288902267371,1.801327621219377
18,8.913968644661551,1.6934109891704197,0.7703554521317206,-0.6376146778195529,0.07703554521317207,-0.0637614677819553
19,9.108513809802067,0.6498430413767164,0.6062945326039307,0.7952401773895614,0.060629453260393075,0.07952401773895615
20,3.266774263685549,1.4915325936517188,0.9597103668582856,0.28099112396076653,0.09597103668582857,0.028099112396076653
21,9.467066575404974,9.038504022884808,0.9419948889653941,0.33562721755405206,1.1224044501822448,-2.4190228261158335
22,0.336553472252501,9.741902255203964,0.9076701128084506,-0.4196843651058432,0.09076701128084506,-0.04196843651058432
23,4.760589867360361,0.1121673768729281,-0.9793858998239714,-0.20199816639264315,-0.09793858998239714,-0.020199816639264317
24,8.20420431196883,2.5910177043669735,-0.9203591750812193,-0.3910741475012347,-0.0989407085825575,-1.4401061535280175
25,5.473137588805845,8.29318721406642,0.2890597871351012,-0.9573110463487873,-0.11883058933111516,-0.022560276442906882
26,2.5446992790609526,8.561078979447132,0.9816963926188556,0.190452599664919,0.09816963926188556,0.019045259966491902
27,2.4228682819283875,3.681659389180487,0.33319416376646943,-0.9428582338994358,0.03331941637664695,-0.09428582338994358
28,1.6397822790800165,9.29303550944796,-0.26715899424541073,0.9636524642181852,0.1735463296243807,1.4328389328882152
29,8.522683748818105,5.752256287293616,0.7859733145479796,0.618260421520303,0.5730031088199188,1.0144365258658807
30,6.267242720493215,9.879769578937056,-0.272830494767558,0.9620621191611742,1.4783491337342238,1.0768551121405405
31,8.529730520883604,5.258537410544617,-0.4980087751020108,-0.8671719898159735,1.0337959232592193,-1.9800845140164582
32,1.5436658546849058,8.651591175929024,-0.9699631813891534,0.24325177645688903,0.6715356239597732,-0.9759206180636452
33,3.0742734402937266,4.719248554745949,0.0707519617682452,0.9974939397840694,0.007075196176824521,0.09974939397840694
34,8.143232167112822,9.983981406732443,0.4254539494186771,-0.9049800754293156,0.4354800053971174,1.570747533198673
35,9.101256571714337,6.526905735004165,0.771141548862198,0.6366637351211472,1.2169978993589805,-0.7186454119654785
